SALARY,The Minimum Number Of Moves,20368,1286,1286
REVSORT,Reversal Sorting,8575,1288,1288
GENIUS,Exact Marks,12468,1291,1291
SSCRIPT,Strong Language,26100,1291,1291
TWTCLOSE,Closing the Tweets,19750,1291,1291
CHEFROUT,Chef and his daily routine,12616,1292,1292
MSTEP,Count Steps in Matrix,8135,1293,1293
CHFIDEAL,Chef and An Ideal Problem,12841,1294,1294
ATTIC,Attic Crossing,5892,1295,1295
CHFCHK,Chef Chick,8647,1295,1295
POLIN,Points and Lines,14673,1296,1296
LISDIGIT,Digit Longest Increasing Subsequences 2,4875,1297,1297
DISTGCD,Possible GCD,8912,1297,1297
EGRANDR,Andrash and Stipendium,12472,1299,1299
NITIKA,Whats in the Name,11649,1299,1299
CAPPLE,Chef and Apple Trees,7994,1301,1301
MAXFUN,Maximise Function,30236,1301,1301
HELPVOLD,Help Voldemort,1422,1302,1302
CHEFLUCK,Lucky lucky number,6211,1302,1302
SPOON,Spoon in Matrix,4267,1303,1303
DISPAL,Distinct Palindrome,9290,1304,1304
CORUS,Isolation Centers,19349,1305,1305
ISPAR,Is this priority or parity!,9880,1305,1305
GDOG,Greedy puppy,51852,1306,1306
FUNHAND,Funny Hand,5583,1306,1306
SMOL,Smallest Possible Whole Number,14721,1306,1306
SAD,Gift Rift,3356,1306,1306
TAVISUAL,The Ball And Cups,6294,1306,1306
SIGNFLIP,Maximise the Subsequence Sum,12007,1308,1308
MAXDIFF,Maximum Weight Difference,32615,1308,1308
CLEANUP,Cleaning Up,26974,1309,1309
UWCOI20B,Button Pairs,1853,1309,1309
APPROX,Approximately,6436,1310,1310
CHEFRP,Chef and new recipe,6256,1310,1310
CHEFGRD,Akash and Grid,14255,1311,1311
MAXORMIN,Maximum OR Minimum,7082,1313,1313
CHPINTU,Pintu and Fruits,18885,1313,1313
DISCHAR,Distinct Characters Subsequence,9384,1314,1314
J7,The Best Box,8297,1314,1314
SPCANDY,Splitting Candies,13291,1314,1314
HLEQN,Hello Equation,13124,1315,1315
MINPERM,Minimum Good Permutation,10988,1315,1315
MINSM,Minimum Sum,13341,1315,1315
NUMGAME2,Number Game Revisited,9489,1316,1316
PAIRING,Pairing Chefs,2179,1317,1317
CCHEAVEN,Chef in Heaven ,16123,1317,1317
VILTRIBE,Villages and Tribes,10010,1318,1318
PER_MED,Permutation And Median,7407,1318,1318
NUMCOMP,Archi and Comparsion,5234,1320,1320
TWONMS,Two Numbers,15360,1320,1320
ADASTAIR,Ada and the Staircase,5400,1320,1320
MAKEZERO,Make them Zero,8088,1320,1320
CACHEHIT,Cache Hits,15548,1320,1320
CHCUBE,Chef and Cube,5831,1320,1320
PINS,Strike or Spare,8689,1320,1320
TACHSTCK,Chopsticks,23519,1320,1320
PROBDIFF,Problem Difficulties,26841,1321,1321
RESQ,Arranging Cup-cakes,13759,1322,1322
CHEFKEY,Chef and Keyboard,8416,1323,1323
CHEFSTON,Chef and Stones,12039,1327,1327
PAIRPAIN,Pair Pain,7456,1327,1327
MAKEPALAGAIN,Yet Another Palindrome Making Problem,9009,1328,1328
PERMGCD,Permutation GCD,13437,1328,1328
ACBALL,Akhil And Colored Balls,5208,1329,1329
INDIPERM,Indivisible Permutation,13660,1329,1329
COOKMACH,Cooking Machine,9879,1329,1329
FRGTNLNG,Forgotten Language,18371,1329,1329
CSUB,Count Substrings,38223,1330,1330
CHEFGR,Chef and Ground,9932,1331,1331
TICKETS5,Tickets,8001,1332,1332
CHEFCH,Chef and Chain,8385,1332,1332
BFRIEND,Bob and His Friends,6039,1332,1332
XORAGN,Xor Again,8473,1334,1334
LEXOPAL,Faded Palindromes,9169,1335,1335
CRICSCR,Cricket Score,1312,1335,1335
CHEF1010,Chef Loves 1010,7293,1335,1335
EOEO,The Tom and Jerry Game!,27561,1337,1337
GRANAMA,Granama Recipes,3794,1337,1337
XORPAL,Xor Palindrome,13509,1339,1339
SUMOFPROD1,Sum of Product 1,11796,1340,1340
REACTION,Chain Reaction,5103,1341,1341
HIT,Khaled in HIT,5162,1342,1342
DEVUGRAP,Devu and Grapes,6619,1343,1343
CHCHCL,Chef and Chocolate,11017,1343,1343
CATFEED,Chef Feeds Cats,6271,1343,1343
LOSTSEQ,Careless Chef,9518,1345,1345
COVSPRD,Covid Spread,14973,1346,1346
SHUFFLIN,Shuffling Parities,21614,1347,1347
MXMTRIO,Maximum Trio,11659,1349,1349
CAMPON,Camp Or Not,5094,1350,1350
NFS,Turn It,14964,1350,1350
SMPAIR,The Smallest Pair,48798,1352,1352
LCOLLIS,Collisions,5252,1352,1352
MAGDOORS,Magical Doors,14050,1355,1355
MAKPERM,Make a Permutation,5490,1357,1357
HMAPPY2,Appy and Contest,21313,1358,1358
MAXTHEMIN,Maximize the Minimum,8886,1358,1358
NOPAL,Palindromes Not Allowed,14874,1360,1360
FAKEGCD,Fake GCD,9402,1362,1362
MIME2,Internet Media Types,1894,1362,1362
SIMPLE_XOR,Simple XOR,9025,1362,1362
LIKECS01,Subsequence Equality,5932,1363,1363
BUGCAL,Buggy Calculator,8483,1363,1363
EVEQODD,Even Equal Odd,7681,1363,1363
GFTSHP,Gift Shop and Coupon,10359,1364,1364
WATMELON,Watermelon,10514,1365,1365
BOWLERS,Bowling Strategy,9317,1366,1366
PROC18B,Kill them with your success,2344,1367,1367
BIGARRAY,Obtain the Sum,17104,1368,1368
CM164364,Chocolate Monger,16714,1369,1369
ICL1701,Cards Game,787,1369,1369
EATTWICE,Eat Twice,4740,1370,1370
XENRANK,Xenny and Coin Rankings,7995,1370,1370
MXMODSUM,Maximum Pairwise Modular Sum,7394,1370,1370
PLZLYKME,Please like me,10204,1371,1371
NOBEL,Nobel Prize,9599,1372,1372
SINS,The Deadly Sin,5237,1372,1372
ANUWTA,Walk on the Axis,9191,1374,1374
MISSSUMS,Missing Sums,8158,1374,1374
DSTAPLS,Distribute Apples,20456,1374,1374
CHEFING,Chef and Secret Ingredients,15322,1376,1376
EVENM,Even Matrix,23180,1376,1376
ADAKING,Ada King,24782,1378,1378
EID2,Eidi Gift,6878,1378,1378
FBMT,Football Match,6727,1379,1379
TANDJ1,Tom And Jerry 1,19558,1379,1379
MAKEDIV3,Make it Divisible,16310,1379,1379
PROXYC,Chef and Proxy,11964,1383,1383
NOTINCOM,Nothing in Common,9426,1386,1386
KINGSHIP,Chef and Kingship,5036,1386,1386
CHEFEQ,Chef and Equality,7781,1386,1386
DIV03,Daanish and Problems,10329,1388,1388
CATSDOGS,Cats and Dogs,19544,1389,1389
UNCHANGEDOR,The Unchanging OR,9377,1389,1389
XORNEY,XOR! Wait for it,4290,1389,1389
HEIGHTS,Similar Heights,7689,1390,1390
SPLITPAIR,Sad Splits,8274,1390,1390
LOSTMAX,Find the Maximum Value,9836,1392,1392
MNMX,Minimum Maximum,20965,1392,1392
FILLGRID,The Grid Fill Problem,11201,1393,1393
INTSEQ,An Interesting Sequence,15777,1393,1393
MAKEPAL2,Make Palindrome 2,9951,1393,1393
CHEFLR,Chef and Left-Right,5972,1394,1394
BITOBYT,Byte to Bit,12889,1395,1395
RECNDNOS,Chef and Numbers,6456,1396,1396
DEPCHEF,Deputy Chef,15795,1397,1397
CHEFRECP,Chef and Recipe,8335,1398,1398
CHBLLNS,Chef and Ballons,6402,1399,1399
AVGPERM,Average Permutation,12139,1401,1401
PCJ18B,Chef and Bored Games,15549,1402,1402
NAME1,Name Reduction,8265,1404,1404
XOREQUAL,Xor Equality,28971,1405,1405
HOTEL,Hotel Bytelandia,6655,1405,1405
PROBSET,Chef and Problem Setting,3349,1406,1406
MTYFRI,Mighty Friend,6038,1406,1406
SLAB,Tax Slabs,5944,1406,1406
ALTARAY,Alternating subarray prefix,17643,1408,1408
CHEFA,Chef and easy problem,7815,1408,1408
DIFFMED,Different Medians,10445,1408,1408
GUESS,Guessing Game,7752,1410,1410
CHFHEIST,Bella ciao,26843,1410,1410
PMA,Plusle and Minun on Array,9806,1412,1412
VCOUPLE,B - Valentine Couples,6710,1412,1412
BINTREE,Shortest Path in Binary Trees,11455,1413,1413
REMELEM,Remove Element,3651,1415,1415
UNICOURS,Courses in an university,7985,1417,1417
EQUALITY,Equality,3127,1419,1419
MIXCOLOR,Mix the Colors,13679,1419,1419
PLAYFIT,Fit to Play,8145,1419,1419
PRGIFT,Chef and Gift,12186,1420,1420
DIRECTN,Professor And Directions,10128,1420,1420
KCHESS,Knight Chess,4208,1420,1420
DISTDILEM,Distinct Dilemma,8023,1420,1420
GERALD04,Chef and Girlfriend,2875,1421,1421
BOUQUET,The Largest Bouquet,2151,1423,1423
DECREM,Decreasing Srrnmieeda,6536,1423,1423
AVGARR,Average Array,8097,1424,1424
PLPROCESS,Parallel Processing,11343,1425,1425
NODRUGS,Say No To Drugs,5748,1425,1425
ANUDTC,Divide the Cake,8769,1426,1426
PIPSQUIK,Full Barrier Alchemist,5236,1426,1426
DIRECTI,Reversing directions,3410,1426,1426
MEXSPLIT,Equal Mex Splitting,8116,1428,1428
UNQEQ,Prefix Sums,9195,1431,1431
TRICKYDL,The Tricky Deal,3921,1431,1431
LOKBIL,Most Popular Friend,793,1431,1431
CHRECT,Chef and Walking on the rectangle ,3027,1435,1435
ADAMAT,Ada Matrix,17494,1437,1437
PERMXORITY,Permutation Xority,10594,1437,1437
RRSUM,Sum Queries,9374,1438,1438
HUNGALGO,Chef Learning Hungarian Algorithm,2775,1439,1439
WTCH,The Nights Watch,3819,1441,1441
CHEFST,Chef and the stones,6620,1441,1441
ICM2008,Mr Pr in a Dilemma ,3635,1441,1441
HTMLTAGS,HTML Tags,8387,1441,1441
CHCOINSG,Chef and Coins Game,7472,1442,1442
SUBSTRING,Substring of a Substring,9516,1442,1442
AVGFLEX,Average Flex,8667,1442,1442
HIGHFREQ,High Frequency,9851,1443,1443
FILL01,Sleepy Chef,4411,1445,1445
FLAGS,Counting Flags,2323,1446,1446
ROTATION,Fun with Rotation,6227,1446,1446
SUPVIL,Superheroes and villains,1404,1446,1446
CUTPIZ,Cutting Pizza,438,1446,1446
BINBASBASIC,Binary Base Basics,16660,1447,1447
CHEFLCM,Chef and Interview,6341,1447,1447
TOTSCR,Total Score,7667,1448,1448
SUMPARITY,Vedant and his Hidden Array,9433,1448,1448
ALEXTASK,Task for Alexey,6602,1449,1449
MONTRANS,Money Transformation,1371,1449,1449
SMOKE,Control the Pollution,8146,1450,1450
KMEX,K-MEX,3867,1450,1450
GIT01,Chef And his Cake,7307,1451,1451
MCHAIRS,Missing some chairs,4347,1456,1456
SOD3,Yet another SOD problem,9022,1459,1459
DISTCON,Four Equidistant Points on a Grid,9357,1460,1460
CHEFPDIG,Chef and Pick Digit,8463,1460,1460
POLYREL,Polygon Relationship,8202,1460,1460
CHEFDIL,Dilemma,16480,1461,1461
TRIANGCL,Triangle Classification,834,1462,1462
PRIMESM,Prime Sum,8222,1462,1462
ARRANGE,Arranging the Appetizers,2038,1462,1462
GCDOPS,GCD operations,7552,1462,1462
CHEFADV,Chef and Adventures,9011,1462,1462
TRMAG,BIT Magazine,950,1463,1463
MAANDI,Maxim and Dividers,4267,1466,1466
MKGPLNKS,Magical Planks,6690,1467,1467
RAINBOWA,Chef and Rainbow Array,31366,1467,1467
ROWCOLOP,Row and Column Operations,5123,1467,1467
GOODPAIRS,Good Pairs,6364,1469,1469
PASSWD,Password,9579,1470,1470
APPROX2,Approximately II,2058,1471,1471
MGCSET,Magic Set,7010,1472,1472
LELEMON,Little Elephant and Lemonade,5000,1472,1472
DENSE,Dense Bracket Sequence,6650,1472,1472
PINBS,Prime in a binary string,14480,1473,1473
CHDOGS,Chef and Three Dogs,5328,1473,1473
CKWLK,Cakewalk,4409,1474,1474
SUBMIN,Little Elephant and Subarrays,4071,1475,1475
SDICE,Chef and Dice,22320,1477,1477
CHEFFED,Chef and Numbers,3436,1477,1477
VEGETA,Majin Vegeta,1348,1477,1477
SUBPRB,Yet another subarray problem,2431,1478,1478
SUBINC,Count Subarrays,22457,1478,1478
TRAVELER,Chef Travel Routes,482,1478,1478
MEX,Max Mex,14699,1478,1478
LUCKY5,Lucky Long,7293,1478,1478
MANYSUMS,Distinct Pair Sums,14588,1480,1480
DIWALI1,Maximum Light Up,7872,1481,1481
CHFGCD,Chef and GCD,12895,1481,1481
ONOZ,Digital clock,2433,1482,1482
KNIGHTMV,Correctness of Knight Move,2732,1482,1482
MIKE1,Mike and Matrices ,1040,1482,1482
EMITL,emitL,1751,1483,1483
ALTERNATEDIV,Alternating Divisibility,8139,1483,1483
XORPERM,Xor Permutation,5326,1483,1483
TWEED,Tweedle-Dee and Tweedle-Dum ,3914,1484,1484
JOGGING,Jogging,4363,1484,1484
CORTSENT,Correct Sentence,10588,1485,1485
ALTER,Alternating Work Days,8688,1486,1486
MAKEPAL,Weird Palindrome Making,16307,1486,1486
STRCH,Friend or Girlfriend,9627,1486,1486
IRSTXOR,Interesting XOR!,20416,1487,1487
CAOS1,CAO Stage-1,3380,1488,1488
RRSTONE,Stone,8900,1489,1489
PROSUM,Little Chef and Numbers,7119,1490,1490
CO92SUBW,Chef Goes to the Cinema,3950,1493,1493
MUSICHAIR,Musical Chairs,7769,1494,1494
N1VALUES,Exactly N plus 1 Values,10426,1495,1495
RETPO,Reach The Point,6388,1495,1495
HHAL,Harrenhal,2033,1495,1495
WDTBAM,Who dares to be a millionaire,9537,1497,1497
POSPREFS,Positive Prefixes,16323,1498,1498
CLRL,Chef goes Left Right Left,6049,1498,1498
TOTCRT,Total Correct Submissions,13228,1499,1499
HP18,Lucky Number Game,13242,1500,1500
EQDIFFER,Equal Difference,11982,1500,1500
ANDSUBAR,Longest AND Subarray,16863,1502,1502
MAGICJAR,Chef and Magical Jars,11281,1502,1502
SUBPERM,Subarray permutations,12342,1502,1502
CHEFPATH,Chef And Magical Path,5261,1503,1503
EXUNB,Tennis Tournament,1544,1503,1503
PRDRG,Chef and Ridges,6556,1505,1505
PALINPAIN,Palindrome Pain,3451,1506,1506
REDONE,Reduce to One,7886,1507,1507
EQBYXOR,Equal by XORing,5637,1507,1507
SILLYPRS,Magda and Silly Pairs,3702,1507,1507
STRNG,Strong Elements,5149,1507,1507
CAKE1AM,Chef and the Cake I,1705,1508,1508
CLMBSTRS,Climbing Stairs,4310,1508,1508
CREP,Chef and Replication,986,1509,1509
PREDICT,Predictopus,3447,1510,1510
ADJHATE,Adjacency Hatred,8487,1510,1510
LEVY,Levy Conjecture,4019,1510,1510
SPACEARR,Space Arrays,19288,1511,1511
COKE,Chef Drinks Coke,5929,1511,1511
IGAME,Infinite Grid Game,710,1512,1512
RESTORE,Restore Sequence,10936,1513,1513
NOLOGIC,Lack of Logic,3765,1514,1514
BWCELL,Black And White Cells,1138,1515,1515
CVOTE,Chef of the Year,8494,1516,1516
CHEFPTNT,Chef And The Patents,6510,1517,1517
HELLO,Hello Hello,4649,1517,1517
WAV2,The Wave,11207,1518,1518
KMAX2,K-th Maximum,9610,1519,1519
PRIME_XOR,Prime Xor,6110,1519,1519
GREG,Greg and Grid,867,1519,1519
CMPRSS,Compress the List,3963,1519,1519
COLGLF2,College Life 2,7947,1519,1519
MEANMAX,Mean Maximization,12234,1520,1520
RRECIPE,Recipe Reconstruction,6522,1521,1521
SDSQUARE,Square Digit Squares,4168,1521,1521
MEDIC,When to take medicine,3111,1522,1522
MXMEDIAN,Median of adjacent maximum numbers,5929,1523,1523
SPSUM,Split Sums,914,1524,1524
QUIZPLAG,Plagiarism,8696,1524,1524
KS2,Guddu on a Date,10003,1525,1525
ADMINSHOP,Admins and Shopping,5989,1529,1529
TWSTR,Remember the recipe,1994,1529,1529
E1,The White Knight,1724,1530,1530
FASTFOOD,Fast Food,2375,1530,1530
MINPIZZAS,Minimum Number of Pizzas,7017,1532,1532
PREFPERM,Prefix Permutation,9521,1532,1532
LARGEFAM,Largest Family,6498,1532,1532
CRYCOLR,Crying Colours,10369,1533,1533
SHKNUM,Sheokand and Number,6456,1534,1534
FIXFIX,Fixed number of Fixed Points,7205,1536,1536
OMWG,One more weird game,7113,1536,1536
THREEDIF,Three Different Numbers,5113,1537,1537
FLIP,Flip the String,6319,1538,1538
SKMP,Smallest KMP,19352,1538,1538
JAVELIN,Javelin Qualification,4647,1538,1538
MAXISUM,maximize the sum,4164,1539,1539
A1,Paying up,4065,1539,1539
CIRCUITS,Randomly Testing Circuits,406,1539,1539
DIF_GCD,Maximize Difference,7620,1540,1540
MGCRNK,Magic Rankings,3014,1540,1540
EXMV,Expected move,5090,1541,1541
DYNAMO,Chef and Dynamo,10675,1541,1541
LCKYST,Na2a and lucky stone,4273,1543,1543
DISHLIFE,Dish Of Life,5055,1543,1543
RANKLIST,Let us play with rank list,5666,1543,1543
STBARR,Stable Sequence,5929,1543,1543
BINOP,Chef And Binary Operation,4664,1544,1544
TWONUMBERS,The two numbers,6322,1546,1546
MEET,Chef and Meetings,14827,1546,1546
EGBOBRD,Bread,4166,1549,1549
EVENT,Event,3712,1549,1549
KPRIME,Count K-Primes,8750,1549,1549
CLPNT,Doof on Cartesian,4815,1549,1549
CATHIEF,Catch the Thief,8305,1550,1550
LTM40AB,Chef and Inequality,4031,1550,1550
XXOORR,XxOoRr,14734,1551,1551
NBONACCI,XOR N-bonacci Sequence,1923,1552,1552
BUS,Bus full of passengers,6620,1553,1553
NEWSCH,The New Scheme,2292,1555,1555
RECSTI,Sticks and Rectangles,5243,1555,1555
P1Z2S,Phantasialand,1629,1556,1556
INCRDEC,Increasing Decreasing,6708,1557,1557
SEAARASU,Sereja and Array and Subtracting,1598,1559,1559
LFEB14B,Sereja and ASum,936,1559,1559
CRAWA,The Leaking Robot,5499,1559,1559
N4,Tri-Hexagonal Puzzle,430,1559,1559
MKSMEVN,Make the Sum Even,5407,1560,1560
MAXSC,Maximum Score,9255,1561,1561
APGRID,AP Grid,4534,1562,1562
CHEFSIGN,Chef and Sign Sequences,5296,1563,1563
NPAIRS,Nice Pairs ,9942,1564,1564
LISTLIST,List of Lists,11483,1567,1567
PERPALIN,Periodic Palindrome Construction,5180,1567,1567
SPLSTR,Split The String,7531,1567,1567
FIBEASY,Easy Fibonacci,12904,1567,1567
MINIAND,Minion AND Range,1407,1567,1567
GRGUY,Gravity Guy,6011,1568,1568
MAXCROSS,Maximal crosses,761,1570,1570
RESCALC,Chef and calculation,5922,1571,1571
BFTT,Balsa For The Three,5002,1572,1572
RIGHTTRI,Right Triangle,2579,1572,1572
BIPIN3,Help Watson Escape,4002,1574,1574
CHDIGER,Chef and a Beautiful Digit,7281,1574,1574
MEDMIN,Median Minimization,6478,1575,1575
CHSQR,Chef and squares,3341,1576,1576
CTEAMS,Chef Teams,866,1577,1577
KNIGHTATTACK,The Attack of Knight,3273,1577,1577
DBFB,Dibs on Fibs,8339,1579,1579
ORANDCON,Yet Another Constructive Problem,11043,1580,1580
ADAKNG,Ada King,5730,1581,1581
CHFPLN,Chef In Infinite Plane,10482,1582,1582
SMRSTR,Smart Strategy,4229,1583,1583
BFOC,Buckets Full of Candies,4458,1583,1583
BININVER,Odd GCD,6448,1583,1583
FLIPSORT,Flip Sorting,5825,1585,1585
SHUTTLE,Free Shuttle Service,1289,1585,1585
NUMBERS,Lucy and the Number Game,929,1585,1585
SEAVOTE,Sereja and Votes,9127,1586,1586
COLLIDE,Collision in Space,603,1586,1586
ICM2006,Lavanya Loves DFA,892,1586,1586
COMPILER,Compilers and parsers,20619,1588,1588
FROGS,Frog Sort,16843,1588,1588
STUPMACH,Stupid Machine,13051,1591,1591
RSIGNS,Road Signs,6664,1592,1592
ADJLOVE,Adjacency Love,5662,1592,1592
SPOTWO,Superpowers of 2,3851,1593,1593
CIELNUM2,Ciel Numbers II,1071,1593,1593
CHHAPPY,Chef and Happiness,5361,1594,1594
MISS_NUM,Missing Numbers,5442,1594,1594
COPYPUSH,Copy and Push Back,5468,1595,1595
DISHDIS,Dish Distribution,916,1596,1596
S06E06,The One On The Last Night,5432,1596,1596
CK87QUER,Chef and Weird Queries,4183,1597,1597
CKISSHUG,Kisses &amp; Hugs,4065,1597,1597
SMALLARR,A Small Array,805,1597,1597
AMMEAT2,Andrew and the Meatballs again,2106,1597,1597
EQUALMEX,Equal MEX,10147,1598,1598
PROBLEMS,Problem Sort,5491,1601,1601
BEAUTGAR,Beautiful Garland,3313,1601,1601
EGRCAKE,Chef and cakes,3170,1602,1602
PPTEST,Polo the Penguin and the Test,3509,1603,1603
PIANO1,Chef and Piano Scales,4023,1606,1606
INVYCNT,Counting Inversions Revisited,2760,1607,1607
CHFINVNT,Chef and Bulb Invention,15761,1607,1607
XORABC,Pairwise Xors,6050,1609,1609
CPLAY,Penalty Shoot-out,4009,1609,1609
PRPOTION,Magical Girl and Colored Liquid Potions,5832,1609,1609
COUNTREL,Count Relations,538,1609,1609
BOOKCHEF,ChefWatson uses Social Network,10068,1610,1610
CUBESUM,Sums in a cuboid,683,1610,1610
DONUTS,Chain of Doughnuts,4418,1611,1611
BENCHP,Bench Press,10552,1611,1611
MAXCOMP,Event Organizer,2661,1611,1611
SQUIRREL,Squirrel and chestnut,865,1611,1611
DIFSTR,Different String,7525,1612,1612
CHEARMY,Chef And The Hiring Event,4079,1613,1613
TWINGFT,Birthday Gifts,7108,1613,1613
ADIGIT,Chef and Digits,4153,1614,1614
SAKTAN,Operations on a Matrix,9005,1614,1614
ARRROT,Array Rotation,12534,1615,1615
SURVIVE,Survive in ChocoLand,4769,1616,1616
HOMDEL,Delivery Boy,3072,1616,1616
A2,Johnny and the Beanstalk,1362,1616,1616
GCDPRF,GCD of Prefixes,7110,1617,1617
PRIMES2,A Prime Conjecture,1119,1619,1619
UWCOI21B,Array Swaps,2303,1619,1619
CIREQ,Positive array,6023,1620,1620
PRPALN,Let us construct palindrome,4428,1620,1620
ESUBXOR,Even Subarray XOR,3997,1620,1620
IOPC17C,Max Out,841,1621,1621
XORORED,XOR-ORED,9436,1621,1621
HDELIVER,Home Delivery,2017,1621,1621
SEBIHWY,Sebi and the highway,3510,1621,1621
RKS,Rooks,2792,1624,1624
MARM,Array Modification,9476,1624,1624
XORAND,XOR and AND,5970,1625,1625
ZEBRA,Zebra Crossing,6384,1626,1626
ABCXOR,Triple Xor,4048,1626,1626
RED0,Reduce to zero,4859,1627,1627
SNACKUP,SnackUp,2054,1628,1628
CNTPEAK,Count Number of Peaks,6149,1628,1628
SUBGCD,Subarray GCD,7109,1630,1630
COUNTPAL,Count palindromes,723,1631,1631
COPRIMEX,Coprime Range,7845,1631,1631
DCP,Decomposition Reaction,5765,1632,1632
CHEFSEG,Chef and Segment Game,3829,1632,1632
ENGXOR,XOR Engine,10423,1632,1632
MISINTER,Misinterpretation,987,1632,1632
NEO01,Chef and the Feast,5480,1633,1633
UCL,UEFA Champions League,3540,1633,1633
BITTUP,Bitwise Tuples,16027,1634,1634
N1,Treasure Hunting,385,1634,1634
VANDH,Valleys and Hills,9537,1635,1635
SMALLXOR,XOR with smallest element,6005,1635,1635
MAXDMGE,Maximum Damage,5096,1636,1636
MIXGA,Mixi Game,2657,1637,1637
CONCATSORT,Concat Sort,5878,1637,1637
TR1,Rendezvous,386,1638,1638
ROWSOLD,Bear and Row 01,4443,1638,1638
BAL01,Balance Zeroes and Ones,1095,1639,1639
EXAMCHT,Exam Cheating,4810,1639,1639
WCOUNT,Word Couting,2199,1640,1640
CHBLLS,Chef and Balls,7008,1641,1641
INTEG,Chef and Integers ,3010,1642,1642
SUMPAIR,Maximize Disjoint Pair Sum,2976,1643,1643
CHARGES,Charges,10055,1645,1645
CIELDIST,Minimum Distance,3343,1646,1646
RMNTREV,Romantic Reversals,7095,1646,1646
CHEFINSQ,Chef and Interesting Subsequences ,9439,1646,1646
DATE1,Dinner by Candlelight,6155,1647,1647
OBTTRNGL,Real obtuse,2807,1647,1647
MEDMAXMATCH,Maximum Median Matching,4708,1647,1647
SDSTRING,Self-Destructing Strings,7512,1648,1648
TPRODUCT,Tree Product,933,1648,1648
MEXOR,MEX-OR,11042,1650,1650
CPERM,Count Permutations,2804,1650,1650
PERMPAL,Permutation and Palindrome,6652,1651,1651
COLGLF5,College Life 5,4661,1651,1651
DEADEND,Planting Trees,2315,1656,1656
TOURMAP,Sridhar Likes Travelling,1788,1656,1656
ORMATRIX,OR Matrix,2108,1656,1656
ODDDIV,Odd Divisors,2675,1657,1657
FCBARCA,Barcelona Gameplay Tactics,2436,1658,1658
UNONE,Unpleasant Ones,8778,1658,1658
ADMAG,Aditi and Magic Trick,4228,1658,1658
ORTHODOX,OR-thodox Distinction,7407,1658,1658
JAG,Just a Graph,7258,1659,1659
TWODOGS,Make Him Happy,3629,1659,1659
GUESSIT,Guess the Number,7822,1660,1660
XORNUBER,Chef and the XORed Number ,4194,1661,1661
ZOMCAV,Zombie and the Caves,10599,1661,1661
PNTWLL,Paint the Wall,1068,1662,1662
L3,Lost Primes,380,1662,1662
AMIFIB,Am I a Fibonacci Number,1992,1663,1663
PUPPYGM,Puppy and game,3432,1666,1666
LIKECS02,Statistics Construction,2373,1666,1666
OPTPAIRS,The Optimal Pairs,4721,1666,1666
DBOY,Pizza Delivery,5153,1666,1666
FROGV,Chef and Frogs,9827,1668,1668
MOVES,Robot Movings,649,1668,1668
TMSLT,Team Split,3897,1670,1670
ADASHOP2,Ada Bishop 2,7683,1671,1671
FIRESC,Fire Escape Routes,12336,1671,1671
PNTNG,Painting,1728,1671,1671
RAINBOWB,Chef and Rainbow Array - 2,3510,1672,1672
SPCTRIPS,Special Triplets,13272,1673,1673
GCDQ,Gcd Queries,11055,1674,1674
BUILDB,Bodybuilder,6196,1674,1674
CLORGIRD,Coloring the Grid,2194,1674,1674
CHEFMOVR,Chef and Mover,5202,1674,1674
MAXSCRAB,Maximum Scoring Position,292,1675,1675
CAOS2,CAO Stage-2,2170,1676,1676
CENS20G,Help Martha,3765,1676,1676
RESERVOI,Reservior,4032,1677,1677
GCAC,Greedy Candidates,5039,1678,1678
MIRTREE,Weirwood Trees,533,1678,1678
PANSTACK,Stacking Pancakes,1640,1679,1679
NICEQUAD,Nice Quadrangles,321,1680,1680
ARRSORT,Array sorting,4541,1681,1681
CHFDORA,Doraemon,7606,1682,1682
WGHTNUM,Weight of Numbers,4177,1682,1682
PRLADDU,DevuLand, Dinosaurs and Laddus,4869,1683,1683
CHEFCAR,Chef and Water Car,6616,1683,1683
POGOSTCK,Pogo Stick Competition,2334,1685,1685
ASP,Almost Sorted Permutation,1935,1686,1686
FIXWEIGHT,Fixed Weight,4920,1686,1686
FORGETPW,Forgot Password,3781,1686,1686
RRCODE,Code,2788,1688,1688
CHEFBRO,Younger Brother,763,1689,1689
ALLDIV3,Make it Divisible,4860,1689,1689
LECARDS,Little Elephant and Cards,2187,1689,1689
CHPLGNS,Chef and Polygons,4207,1691,1691
LEMUSIC,Little Elephant and Music,4200,1691,1691
SUBARRAYLEN,Subarrays with length,3216,1691,1691
GRITGRID,Gritty Grid,5383,1691,1691
RGAME,Rupsa and the Game,4966,1692,1692
FLUSHOT,Flu Shot Lineup,549,1692,1692
ICM0001,Suffix Sort,2347,1692,1692
TOWERTOP,Building Towers,7623,1693,1693
GRID,Sherlock and the Grid,5388,1693,1693
RECVSEQ,Recover the Sequence,2413,1694,1694
FAKESWAP,Fake Swaps,5722,1695,1695
PERFPERM,Perfect Permutation,7448,1696,1696
FENCE,Fencing,7961,1696,1696
CBALLS,Churu and Balls,2851,1697,1697
DPAIRS,Distinct Pairs,11209,1699,1699
WATCHFB,Chef and Football Match,3342,1700,1700
REMONE,Remove One Element,7100,1700,1700
AVGGIFT,Average Gift,4569,1701,1701
XORGAND,Mystical Numbers,2995,1702,1702
CHODE,Chef and Codes,2312,1703,1703
ARRGAME,Game on a Strip,5919,1705,1705
